,task,model,temp,rep,cleaned_responses
0,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,bookmark
1,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,clothes pin
2,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,reset button
3,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,binder clip
4,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,earring
5,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,pen holder
6,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,zipper pull
7,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,note holder
8,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,picture frame
9,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,key ring
10,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,paper holder
11,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,paper weight
12,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,wire hanger
13,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,fish hook
14,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,paper airplane
15,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,staple remover
16,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,phone stand
17,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,business card holder
18,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,picture prop
19,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,bookmark
20,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,clothes pin
21,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,reset button
22,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,binder clip
23,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,earring
24,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,pen holder
25,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,zipper pull
26,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,note holder
27,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,picture frame
28,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,key ring
29,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,paper holder
30,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,paper weight
31,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,wire hanger
32,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,fish hook
33,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,paper airplane
34,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,staple remover
35,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,phone stand
36,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,business card holder
37,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,picture prop
38,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,3,bookmark
39,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,3,clothes pin
40,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,3,reset button
41,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,3,binder clip
42,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,3,earring
43,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,3,pen holder
44,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,3,zipper pull
45,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,3,note holder
46,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,3,picture frame
47,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,3,key ring
48,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,3,paper holder
49,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,3,paper weight
50,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,3,wire hanger
51,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,3,fish hook
52,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,3,paper airplane
53,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,3,staple remover
54,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,3,phone stand
55,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,3,business card holder
56,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,3,picture prop
57,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,4,bookmark
58,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,4,clothes pin
59,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,4,reset button
60,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,4,binder clip
61,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,4,earring
62,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,4,pen holder
63,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,4,zipper pull
64,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,4,note holder
65,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,4,picture frame
66,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,4,key ring
67,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,4,paper holder
68,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,4,paper weight
69,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,4,wire hanger
70,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,4,fish hook
71,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,4,paper airplane
72,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,4,staple remover
73,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,4,phone stand
74,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,4,business card holder
75,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,4,picture prop
76,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,5,bookmark
77,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,5,clothes pin
78,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,5,reset button
79,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,5,binder clip
80,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,5,earring
81,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,5,pen holder
82,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,5,zipper pull
83,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,5,note holder
84,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,5,picture frame
85,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,5,key ring
86,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,5,paper holder
87,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,5,paper weight
88,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,5,wire hanger
89,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,5,fish hook
90,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,5,paper airplane
91,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,5,staple remover
92,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,5,phone stand
93,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,5,business card holder
94,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.0,5,picture prop
95,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,bookmark
96,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,clothes pin
97,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,reset button
98,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,binder clip
99,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,earring
100,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,pen holder
101,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,zipper pull
102,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,note holder
103,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,picture frame
104,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,key ring
105,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,paper holder
106,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,wire connector
107,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,paperweight
108,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,phone stand
109,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,business card holder
110,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,paper shredder
111,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,paper airplane
112,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,gift tag
113,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,note taking
114,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,bookmark
115,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,clothes pin
116,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,reset button
117,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,binder clip
118,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,earring
119,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,pen holder
120,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,zipper pull
121,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,picture hanger
122,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,note holder
123,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,key ring
124,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,paper holder
125,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,paper weight
126,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,wire hanger
127,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,phone stand
128,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,paper shredder
129,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,paper cut protector
130,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,fish hook
131,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,picture frame hanger
132,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,cable organizer
133,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,3,bookmark
134,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,3,clothes pin
135,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,3,reset button
136,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,3,note holder
137,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,3,earring
138,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,3,key ring
139,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,3,zipper pull
140,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,3,picture frame hanger
141,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,3,pen holder
142,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,3,wire connector
143,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,3,paper holder
144,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,3,phone stand
145,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,3,business card holder
146,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,3,gift tag
147,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,3,note pad holder
148,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,3,jewelry organizer
149,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,3,picture prop
150,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,3,art project
151,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,3,coaster
152,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,4,bookmark
153,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,4,clothes pin
154,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,4,reset button
155,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,4,note holder
156,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,4,earring
157,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,4,key ring
158,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,4,zipper pull
159,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,4,picture frame hanger
160,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,4,pen holder
161,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,4,wire connector
162,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,4,paper holder
163,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,4,phone stand
164,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,4,business card holder
165,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,4,picture prop
166,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,4,gift tag
167,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,4,note on fridge
168,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,4,art project
169,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,4,jewelry
170,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,4,diy project
171,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,5,bookmark
172,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,5,clothes pin
173,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,5,reset button
174,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,5,note holder
175,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,5,key ring
176,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,5,earring
177,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,5,zipper pull
178,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,5,picture hanger
179,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,5,pen holder
180,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,5,wire connector
181,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,5,paper holder
182,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,5,phone stand
183,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,5,business card holder
184,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,5,picture frame hanger
185,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,5,jewelry organizer
186,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,5,gift tag
187,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,5,paperweight
188,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,5,coat hook
189,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.1,5,cable organizer
190,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,bookmark
191,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,clothes pin
192,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,reset button
193,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,key ring
194,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,picture holder
195,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,note holder
196,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,zipper pull
197,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,earring
198,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,paper holder
199,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,pen holder
200,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,business card holder
201,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,paperweight
202,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,phone stand
203,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,picture frame
204,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,gift wrapping
205,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,wire organizer
206,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,jewelry organizer
207,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,diy project
208,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,art project
209,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,bookmark
210,paperclip,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,clothes pin
