timestamp,task,model,temp,response,num_responses
20240415165724,brick,mistralai/Mistral-7B-Instruct-v0.2,0,"building material, paperweight, paper toy, oven, barbecue, doorstop, bullet, currency, musical instrument, game piece, sculpture, wall art, fireplace, skate ramp, phone booth, fort, paperweight, paperweight, paperweight",20
20240415165728,brick,mistralai/Mistral-7B-Instruct-v0.2,0,"building material, paperweight, paper toy, oven, barbecue, doorstop, bullet, currency, musical instrument, game piece, sculpture, wall art, fireplace, skate ramp, phone booth, fort, paperweight, paperweight, paperweight",20
20240415165730,brick,mistralai/Mistral-7B-Instruct-v0.2,0,"building material, paperweight, paper toy, oven, barbecue, doorstop, bullet, currency, musical instrument, game piece, sculpture, wall art, fireplace, skate ramp, phone booth, fort, paperweight, paperweight, paperweight",20
20240415165732,brick,mistralai/Mistral-7B-Instruct-v0.2,0,"building material, paperweight, paper toy, oven, barbecue, doorstop, bullet, currency, musical instrument, game piece, sculpture, wall art, fireplace, skate ramp, phone booth, fort, paperweight, paperweight, paperweight",20
20240415165733,brick,mistralai/Mistral-7B-Instruct-v0.2,0,"building material, paperweight, paper toy, oven, barbecue, doorstop, bullet, currency, musical instrument, game piece, sculpture, wall art, fireplace, skate ramp, phone booth, fort, paperweight, paperweight, paperweight",20
20240415165735,brick,mistralai/Mistral-7B-Instruct-v0.2,0.1,"building material, paperweight, paper holder, oven, barbecue, paperweight, doorstop, bulletin board, chalkboard, bookend, paperweight, fireplace, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight",20
20240415165737,brick,mistralai/Mistral-7B-Instruct-v0.2,0.1,"building material, paperweight, paper holder, oven, barbecue, seat, weapon, paperweight (large), paperweight (decorative), paperweight (personalized), paperweight (marble), paperweight (metal), paperweight (glass), paperweight (wood), paperweight (stone), paperweight (ceramic), paperweight (plastic), paperweight (rubber), paperweight (silicone",20
20240415165739,brick,mistralai/Mistral-7B-Instruct-v0.2,0.1,"building material, paperweight, paper toy, oven, barbecue, door stopper, paperweight (large), art project, bulletin board, paperweight (decorative), paperweight (personalized), paperweight (marble), paperweight (glass), paperweight (metal), paperweight (stone), paperweight (wood), paperweight (ceramic), paperweight (sand), paperweight (gravel",20
20240415165741,brick,mistralai/Mistral-7B-Instruct-v0.2,0.1,"building material, paperweight, paper toy, oven, fireplace, barbecue, paper shredder, paperweight, door stopper, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight",20
20240415165743,brick,mistralai/Mistral-7B-Instruct-v0.2,0.1,"building material, paperweight, paper holder, oven, barbecue, bullet, weapon, paperweight (large), paperweight (decorative), paperweight (personalized), paperweight (marble), paperweight (metal), paperweight (glass), paperweight (wood), paperweight (stone), paperweight (ceramic), paperweight (plastic), paperweight (rubber), paperweight (silicone",20
20240415165745,brick,mistralai/Mistral-7B-Instruct-v0.2,0.2,"building material, paperweight, paper holder, oven, fireplace, barbecue, paperweight, door stopper, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight",20
20240415165746,brick,mistralai/Mistral-7B-Instruct-v0.2,0.2,"building material, paperweight, paper holder, game, oven, barbecue, bullet, currency, phone, computer component, musical instrument, art, seat, door stopper, paperweight (again), paperweight (again), paperweight (again), paperweight (again)",20
20240415165748,brick,mistralai/Mistral-7B-Instruct-v0.2,0.2,"building material, paperweight, paper toy, oven, BBQ, art project, door stopper, bulletin board, paperweight, stepping stone, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight",20
20240415165750,brick,mistralai/Mistral-7B-Instruct-v0.2,0.2,"building material, paperweight, paper holder, oven, fireplace, paperweight, paperweight, doorstop, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight, paperweight",20
20240415165751,brick,mistralai/Mistral-7B-Instruct-v0.2,0.2,"building material, paperweight, paper toy, oven, fireplace, barbecue, paper shredder, paperweight (large), paperweight (decorative), paperweight (personalized), paperweight (glass), paperweight (marble), paperweight (metal), paperweight (wood), paperweight (stone), paperweight (ceramic), doorstop, wall art, garden art, masonry",20
20240415165753,brick,mistralai/Mistral-7B-Instruct-v0.2,0.3,"building material, paperweight, paper toy, oven, fireplace, barbecue, paper shredder, paperweight (large), art project, paperweight (decorative), door stopper, paperweight (novelty), paperweight (personalized), paperweight (vintage), paperweight (collectible), paperweight (antique), paperweight (heavy), paperweight (marble), paperweight (glass), paperweight (metal",20
20240415165755,brick,mistralai/Mistral-7B-Instruct-v0.2,0.3,"building material, paperweight, paper toy, oven, fireplace, barbecue, paper shredder, paperweight (large), brickbat, paperweight (decorative), doorstop, paperweight (desk), paperweight (garden), paperweight (novelty), paperweight (personalized), paperweight (vintage), paperweight (marble), paperweight (glass), paperweight (metal)",20
20240415165757,brick,mistralai/Mistral-7B-Instruct-v0.2,0.3,"building material, paperweight, paper wrap, oven, barbecue, seat, weapon, paperweight (large), door stopper, paperweight (decorative), paperweight (heart-shaped), paperweight (marble), paperweight (animal-shaped), paperweight (miniature), paperweight (glass), paperweight (metal), paperweight (stone), paperweight (wood), paperweight (crystal)",20
20240415165759,brick,mistralai/Mistral-7B-Instruct-v0.2,0.3,"building material, paperweight, paper holder, oven, target, paperweight (heavy), paperweight (decorative), paperweight (personalized), paperweight (stone), paperweight (marble), paperweight (wood), paperweight (metal), paperweight (glass), paperweight (ceramic), paperweight (sand), paperweight (gravel), paperweight (beach pebbles), paperweight (marbles), paperweight (stones)",20
20240415165801,brick,mistralai/Mistral-7B-Instruct-v0.2,0.3,"building material, paperweight, paper holder, paperweight for pen, oven brick, barbecue brick, brick bat, brick wall, brick road, brick house, brick oven, brick veneer, brick sculpture, brick phone, brick computer, brick game, brick tower, brick maze, brick kiln, brick bridge",20
20240415165802,brick,mistralai/Mistral-7B-Instruct-v0.2,0.4,"building material, weapon, paperweight, oven, currency, paper brick, toy, decoration, bookend, bullet, computer component, musical instrument, game, sculpture, doorstop, storage, phone, chalkboard, ladder",20
20240415165804,brick,mistralai/Mistral-7B-Instruct-v0.2,0.4,"building material, weapon, paperweight, oven, fireplace, paper brick, game, toy, book cover, brickbat, brick wall, brick road, brick kiln, brick veneer, brick layer, brick mould, brick tile, brick oven, brick bridge, brick staircase",20
20240415165806,brick,mistralai/Mistral-7B-Instruct-v0.2,0.4,"building material, paperweight, toy, oven, fireplace, seat, paper, paperweight (artistic), barbell, currency, bullet, wall decoration, doorstop, paperweight (scientific), insulator, brickbat, game, masonry, art project",20
20240415165808,brick,mistralai/Mistral-7B-Instruct-v0.2,0.4,"building material, weapon, paperweight, oven, sculpture, paper brick, bookend, currency, ruler, wall, modular home, fire pit, barbecue, brick bat, brick veneer, brick road, brick oven, brick kiln, brick wallpaper, brick phone, brick phone case, brick game",20
20240415165810,brick,mistralai/Mistral-7B-Instruct-v0.2,0.4,"building material, weapon, paperweight, oven, fireplace, paper, paperweight, currency, game, throw, seat, doorstop, barrier, bullet, modular furniture, art, bomb, fort, wall, masonry",20
20240415165812,brick,mistralai/Mistral-7B-Instruct-v0.2,0.5,"building material, weapon, paper weight, oven, BBQ, seat, paperweight, art project, paperweight, currency, clock, paperweight, door stop, book end, fireplace, paperweight, game, toy, paperweight, paperweight, maze",20
20240415165814,brick,mistralai/Mistral-7B-Instruct-v0.2,0.5,"building material, paperweight, paper, oven, toy, clock, bullet, phone, paperweight, doorstopper, bench, mural, fireplace, toilet seat, paperweight, sandcastle, paperweight, game, paperweight",20
20240415165816,brick,mistralai/Mistral-7B-Instruct-v0.2,0.5,"building material, weapon, paperweight, oven, currency, barrier, game, shelter, seat, masonry, tool, sculpture, paper, kiln, memory, currency symbol, bullet, bookend, fortification, foundation",20
20240415165818,brick,mistralai/Mistral-7B-Instruct-v0.2,0.5,"building material, weapon, paperweight, paper, oven, furnace, game, toy, bar, currency, currency symbol, phone, computer component, musical instrument, decoration, wall art, memorial, sculpture, kiln, chimney",20
20240415165820,brick,mistralai/Mistral-7B-Instruct-v0.2,0.5,"building material, paperweight, paper bricks, art material, oven brick, barbecue brick, door stop, game (Jenga), ammunition, fireplace brick, weights, bookends, pizza oven brick, insulation, brick veneer, brick road, brick wall, brick kiln, brick tower, brick oven",20
20240415165821,brick,mistralai/Mistral-7B-Instruct-v0.2,0.6,"building material, tool, weapon, paperweight, oven, fireplace, bench, phone, currency, mason, furniture, vase, clock, laptop, game, Lego, pizza, robot, planter, mirror",20
20240415165823,brick,mistralai/Mistral-7B-Instruct-v0.2,0.6,"building material, weapon, paperweight, oven, currency, seat, ramp, bullet, paper, memento, art, ball, toy, door stopper, countertop, fuel, fort, stepping stone, bomb, frisbee",20
